Name,Username,Post Date,Tweet Text,Reply Count,Retweet Count,Like Count
Devonshire Freemasons,@DevonMasons,May 22,"W.Bro G.I.Warn PPrJGW - 60Years Certificate Readmore  https://buff.ly/3IzahPP 
#freemasonry #freemasons #Integrity #Friendship #Respect #charity #giving #donation #support #grant #local #devonshire #oneorganisation #RoyalArch @unitedgrandlodgeofengland #60Years #Congratulations",,10,36
Devonshire Freemasons,@DevonMasons,May 22,"Devon County Show - Day 3 Read more  https://buff.ly/3ov5iZz 

#freemasonry #freemasons #Integrity #Friendship #Respect #charity #giving #donation #support #grant #local #devonshire #oneorganisation #RoyalArch @unitedgrandlodgeofengland #devon #county #show",,1,26
Stephanie Wood loves the AEGEAN SUN,@AegeanSunSeries,May 23,"Escape to #Greece with the AEGEAN SUN series of fun holiday reads and enjoy a little sunshine and shenanigans from the comfort of your armchair!

#holidayreads #beachreads #KU #bookseries 
#holidayideas #newbeginnings #friendship #comedy

https://amzn.to/3JJmcZC ",,4,5
More Cream Than Coffee,@MoCreamCoffee,May 22,"""#TOKO is the #vision of a man for a #greatnation. TOKO will rekindle our #unity, #Brotherhood and #friendship for today, tomorrow and #posterity."" —
@RevChrisOkotie
 

#Nigeria! Let's go #TOKO for the #NewNigeria 
#WeAreOneFamily #AboriginalDemocracy",18,57,54
Deb,@debbunt,May 23,"great display 
@woodbridgebks
 in preparation for 
@felixstowebook
 next month. Ignore the yellow clad cyclist taking the photo reflected in the window - amateur! 
@BookGuild
 @georgyjamieson
 @AlzAuthors
 @MedicAlertUK
 @PeterBe1130
 @RainbowJules
 #Suffolk #dementia #friendship #cycling",,9,10
Huma Naqvi,@doc_hnaqvi,May 22,"Starting Monday morning well
Reunion with my buddy 
@jagtarsingh001
 who’s now come ‘home’ to 
@SWBHnhs
 in a new role supporting 
@MidlandMetUH
@Sukhik26
 for introducing me to her brother all those years ago! 
Good friends are rare to come by, these two are 

#friendship",1,1,12
Commander Vikram W Karve,@w_karve,May 22,"#JustSaying
I made friends in school
I made friends in college
I made friends in Navy
Now - as Veteran ""Oldie Goldie"" - I make friends via Social Media - especially Twitter 

#socialmedia #friendship #Twitter #instagram #facebook #LinkedIn #WhatsApp #friends #pune #online #life",7,1,30
Michelle Williams,@YrTimeToShine,May 23,"We all have a need to belong but which qualities truly define a true friendship?  In my #newblog, I attempt to unravel this profound question: Give it a read: https://yourtimetoshine.life/the-power-of-friendship-steps-to-building-strong-connections-part-1/… #WritingCommunity  #MondayBlogs #blogging #blog #writersoftwitter #writerslift #Friendship",,9,10
Manchester China Institute,@UoMChina,May 22,"Chasing waves, pushing limits, and embracing the #dragon #boat race spirit!

 The Manchester-China #Friendship #Programme has sent 4 paddlers to Liverpool's dragon boat race, this weekend.

 Congrats on the 4th place trophy, #UoM team!
@ConfuciusMCR
 & 
@UoMChina",,3,15
BOUNCE,@bouncenetworks,May 23,"‘Lost a lot of friends but gained a lot of peace” Win, Fair Draw or Unfortunate Loss? 

Read 
@AsChiWasSayin
 thoughts  
#relationship #friendship",,3,5
Gauranga Das,@GaurangaDas,May 20,"New people will come at multiple stages in your life. But that doesn't change the bonds that are evergreen.

Don't let the new people turn the old ones into strangers. Remember, the new ones are like an addition, not a replacement.

#friends #friendship #truefriends",3,17,45
Dr TINA RAE,@DrTinarae,May 23,"Thanks to my wonderful pal & colleague Dr Laura Cockburn for this amazing review! #mentalhealth #Refugee #friendship #kindnessmatters 
Review on Amazon: Excellent resource for working with traumatised children including refugee children and young people https://amazon.co.uk/gp/aw/review/1032405503/R1X0JM34CUMAAS?ref_=cm_sw_r_apann_dprv_0G20HEQC6QFK4B6DPY4H…",,6,18
Commander Vikram W Karve,@w_karve,May 22,"#SocialMedia 
@instagram
#twitter #friendship #food #Pune
With Foodie Friend 
@Shekhar_Q
 after a sumptuous lunch at German Bakery Law College Road Pune",1,,29
Val Poore,@vallypee,May 21,"A heatwarming memoir of loyalty and friendship. I really enjoyed this memoir by 
@mulenga_a
 

https://amazon.com/Makeni-Homeboys-Memoir-basketball-friends-ebook/dp/B0C3BFHCV8…
#welovememoirs #Zambia #friendship",1,6,6
Economic Times,@EconomicTimes,May 23,PM #Modi and his Australian counterpart on Tuesday jointly laid the foundation stone of '#LittleIndia' gateway to be built in Harris Park here as a symbol of the #friendship between the two nations and to recognise the diaspora's immense contribution,,2,6
Graham Clifford,@GrahamJClifford,May 22,"@OliveLoughnane
 is just wonderful - a big supporter of the 
@SanctuaryRunner
 since the early days, one of our greatest ever athletes and a lovely person too. Thanks Olive for all your support.

#Solidarity #Friendship #Respect #SanctuaryRunners",,2,4
