Name,Username,Post Date,Tweet Text,Reply Count,Retweet Count,Like Count
Black Heart Black is poetic,@Higgin99Higgins,May 28,"For your #love I crave
If you die I'll dig two graves
I'll walk with you on thin wires
I'll stand by you against fires
You're my umbrella in rain
You soothe me from my pain
You decide whether I live or die
...whether I laugh or cry
Let's reciprocate the energy..

#vss365 #poetry",1,6,20
Benzy,@Benzy_Wahala,May 28,"They said I should use my beauty and sell my music. Oya see me 

https://fanlink.to/benzy_wahala_family…
Listen and share 
#family #love #newmusic 
@DONJAZZY
 @mreazi",1,6,14
breeze of Life,@breezelife2023,May 27,"“𝐋𝐨𝐯𝐞𝐫𝐬 𝐡𝐚𝐯𝐞 𝐡𝐞𝐚𝐫𝐭𝐚𝐜𝐡𝐞𝐬 𝐭𝐡𝐚𝐭 𝐜𝐚𝐧’𝐭 𝐛𝐞 𝐜𝐮𝐫𝐞𝐝 𝐛𝐲 𝐝𝐫𝐮𝐠𝐬 𝐨𝐫 𝐬𝐥𝐞𝐞𝐩 𝐨𝐫 𝐠𝐚𝐦𝐞𝐬, 𝐛𝐮𝐭 𝐨𝐧𝐥𝐲 𝐛𝐲 𝐬𝐞𝐞𝐢𝐧𝐠 𝐭𝐡𝐞𝐢𝐫 𝐛𝐞𝐥𝐨𝐯𝐞𝐝.” 𝓻𝓾𝓶𝓲 𝓶𝓾𝓵𝓪𝓷𝓪

#rumi #birds #trends #love",,5,18
Michael Giovanni,@Giotraining,May 28,"⁣⁣// 𝐒𝐢𝐝𝐞 𝐁𝐲 𝐒𝐢𝐝𝐞 𝐓𝐢𝐥𝐥 𝐓𝐡𝐞 𝐄𝐧𝐝 // ⁣⁣⁣⁣
. . <<< @LilGioThePitbull >>>⁣ . .⁣⁣⁣
⁣⁣⁣⁣
#BigBoys #AllThatINeed #Loyalty #Love #Fyp #BestFriend #FatherAndSon #Goals #Pitbull⁣⁣⁣
#Dogs #Tattoo #Ink #LilGioAndGioKnows ",48,385,"5,691"
Mid Day,@mid_day,May 28,"#MiddayPoll |

Vote for your favorite diva #ShehnaazGill or #TejasswiPrakash 

Highest voted celebrity's fan accounts receive a shoutout at 10pm.

#VoteNow #ShehnaazKaurGill #ItsmeTejasswi #Shehnaazians #TejaTroops #Love #Bollywood #Mumbai #Fandom 
@FC_ShehnaazGill
…",138,354,284
VuBy,@RendezvousPutri,May 28,"If it comes, take it
And if it goes, let it....

#Love",1,4,23
Aiji あいじ,@aijiaizi,May 28,"can’t stop 　#japan 
#rakugaki #ラクガキ #落書き #illustration #drawing #134page #samurai #侍 #武士道 #bushido #fundoshi  #ふんどし #褌 #愛 #love #抜刀 #battou #katana #刀 #1刀流 #tshirt #tシャツ #japanese #日本 #fullmoon #月 #ロゴ #logo #aijiaizi",1,,13
Kryptex Golf Carts,@kryptexgolfcart,May 28,"Get ready to take your golfing to the next level with us!  We've got the best golf carts you need. Shop now! 

#golf #shopping #golfResort #golflove #golfbabe #golftrip #golflifestyle #love #golfcart
https://kryptexgolfcarts.com/products/2023-advanced-ev-4l…",5,3,7
The Better India,@thebetterindia,May 28,"""I had a terrible accident right before my wedding. He lifted me in his arms on the wedding day and took the pheras. He stood by me when I couldn’t even stand on my feet.""
-- Shatakshi 

#CoupleGoals #Love #Inspiration #Wedding",,7,65
CAROLYN HAYNES—“BEWITCHED” First Class #LATimes,@carolyngrace505,May 28,"Discover wisdom, romance, and comedy on the pages of Bewitched. ￼

https://amazon.com/dp/B0BKTNWTNV

#Bewitched #BookBoost #BestSeller #Romance #hollywoodnews #KindleUnlimited",,6,15
The King Of Love Wishes You LovePeace,@Bijan_Cyrus,May 28,"I don't know how to tell you THANKSCleopatra 
for helping us for spreading #LOVE on #LOVETRAINFROMIRAN & Also your #wonderful #posts that give us positive energy!  

I LOVE You & All my dearest #Friends with all my heart,",1,105,131
Matty Rock,@mattyrock2k,May 28,"Much love and happy Sunday peeps. Perfect day here in the Big Apple. And yeah, we got palm trees. Lol. #love #hapoy #nyc #newyork #coffee #selfie #me #thehundreds",4,6,56
•ĐɆ฿Ɽ₳•,@RoseVioletDeb,May 28," You know who's going through a lot right now?
Literally Everyone! 
Just Be Kind 

#BeKind #KindnessMatters 
#Love #Caring ",,6,32
BathBody_Shop,@BathbodyShop,May 28,"Beautifully packed Soap Flower Bouquets are a perfect gift, wedding favours, or just a little treat for yourself.Each bouquet contains 6 roses , 2 carnations , 2 sunflowers , 1 hyacinth bean. https://bathbodyshop.co.uk/product/standing-soap-flower-bouquet-pink/…
#soapflower #HandmadeHour #handmadesoap #soapgifts #art #love",,5,8
The King Of Love Wishes You LovePeace,@Bijan_Cyrus,May 27,"#Love links Our Hearts On Sky Of #Kindness
For Reaching Us On the beach of #Peace!
@Bijan_Cyrus
 #LOVETRAINFROMIRAN

#rtItBot #ThinkBIGSundayWithMarsha 
@Black10T172
 @LesleyannIrvin1
 @9HUrne5nPVQ7p5h
 @marjoryk2012
 @nsaidian
 @NayioArtisan
 @YourNayaab
 @Dida_ti
 @bellalilli161",2,67,71
𝔖𝔢𝔲𝔪𝔞𝔰𝔅𝔬𝔫𝔡,@SeumasBond,May 28,"#AlwaysBNice4Ever𝟙𝟙𝟟
#JamesBond
#IanFleming 
#ForYourEyesOnly

""..And some say the most #Beautiful #Bird in the world.. the #Doctor #Hummingbird""

""His body bends backwards like a bow with the #Pain""

#Cry #Laugh #Talk #Love #Trauma #Human #MentalHealth",3,14,90
Alan Lucas,@SYSOsystem,May 28,"One of the biggest issues in relationships is how personally we take things. So often our partner’s behaviours and responses have little to do with us and everything to do with them.
@SYSOsystem
 #relationships #healing",1,2,5
The King Of Love Wishes You LovePeace,@Bijan_Cyrus,May 28,"To Kiss #Love with All your heart, that's walking 
On the beach of #Peace of Life.
@Bijan_Cyrus
 #LOVETRAINFRMOIRAN #InnerPeace 

#rtItBot #ThinkBIGSundayWithMarsha 
@1228erin
 @Black10T172
 @9HUrne5nPVQ7p5h
 @LesleyannIrvin1
 @marjoryk2012
 @nsaidian
 @Dida_ti
 @NayioArtisan",1,57,55
Shellby.ETH,@Shellby_Yummy,May 28,"Hey buddy. How cool do you see it
Thank! 
@pepecoineth
 #PEPE #Lovestory",1,11,76
CherAnn Wright,@WrightCherAnn,May 28,Being a #parent means you get to be someone’s first and only love for years. Oh what a feeling that is!! #momlife #daughters #WritingCommmunity #love #LIVE These girls are my life.,,,12
Usman,@Usman_Ahmed777,May 29,"Black day Sidhu Moose Wala 
#SidhuMooseWala #SIDHU #Blackday #BlackDayOfIndia #love #Indian",,4,5
zinsane,@zinsane_,May 28,"Another One of my favourite projects..:

#mybaby #love #romantic #lovesong #flstudio #studio #spotify #Zinsane #rapper #xoxo",,,4
Matty Rock,@mattyrock2k,May 28,"Awww shizzle!  Much love and happy Saturday peeps. The powers of The Bench have summoned my brutha, actor and wrestling superstar 
@BIGGENESNITSKY
 for a visit. Never underestimate the power of The Bench!  #love #happy #actor #wrestler #huskyaquaman #ruizing #awesome",7,6,64
Dan Kurtis,@danieltkurtis,May 28,"B O Y on F  R E 

#blessed #gaychristian #stayblessed #christian #gaynottm
#gay #dk #dankurtis #love #makelovenotwar #survivor",1,2,81
Jeremy Madmartigan,@jmadmart,May 28,"Good morning! Happy Sunday!
Blessings!  

What can I say

of gazing over
holy lands
breathing in
fragrant soils 

Sanober Khan
#poetry #quotes #coffee #swoosh #photo #Love
 andre ouellet",7,17,78
BURRITO MAN,@TheBurrito_Man,May 28,"Good morning familia. I hope you enjoy your weekend as much as I enjoy burritos.  
#love
#burritogang
#forever",5,4,6
flyingfish,@pycflyingfish,May 28,"Less entanglement with people, more close to nature
#book 
#photography 
#love",,2,17
J.J. Piedra,@JJPiedraOELN,May 29,"My Girlfriend Was Delivered by 2-Day Shipping Launches on June 19! Autographed Copy Pre-Orders are live and include a special gift!

https://joshuajpiedra.com/2023/05/28/my-girlfriend-was-delivered-by-2-day-shipping-launches-june-19/…

#anime #manga #lightnovel #oeln #romcom #romance #comedy #otaku #anitwt #booktwt #book",,14,16
NataliCuteeli,@NataliCuteeli,May 28,"Have a positive week everyone! 

#cuteeli #art #love #nature #cute #beautiful #NaturePhotography #garden #flowers #daisies #sunny #positive #beauty #gardening #bamboo #pretty #SundayYellow",31,47,301
Chaithra Achar,@Chaithra_Achar_,May 28,"100 crunches later….

#love #live #letlive",2,,190
NataliCuteeli,@NataliCuteeli,May 28,"Have a great day everyone! 
Gorgeous quince flowers create a wonderful spring mood! 

#cuteeli #art #love #nature #cute #beautiful #NaturePhotography #garden #flowers #quince #pretty #beauty #positive #gardening #bush #TwitterNatureCommunity",17,41,195
taeby,@taegiveaway,May 28,"$15 ~ 6 HOURS 

- RT & Quote RT on @lovetokenbsc with hastags 

 @LoveTokenbsc HUGE FAIRLAUNCH TODAY 18:00 UTC NEXT X1000 LY 
@M4573RCH
 

#pepe $bob $pepe #doge #memecoin #bsc #bscgems #eth #floki #bob $floki $wagmi $vb $Binance $cz  #moonshot #bullrun #psyop #love $love…",477,748,111
Dennis Hepworth,@DennisHepwort13,May 28,A beautiful evening last night with my wife Cathy #family #love #Brooklyn #NY,1,1,16
DeborahKLAWriter,@DebKlaWriter,May 28,"Available for pre-order and featuring my short story, “Aurelian Bliss”, a new science fiction romance anthology! Explore the nether regions of the galaxy where love knows no bounds!
https://amzn.to/41ro29P
#sciencefiction #romance #BVS #anthologies #scifi #love #erotica",,10,9
#DemetÖzdemir,@fandemetoz_,May 28,"OMG!!! Literally speechless. #AdımFarah #FaHir #DemetÖzdemir #EnginAkyürek #FarahTahir #lovestory 
@dmtzdmr",2,22,75
Wind,@WindPixie,May 28,"Always has his eyes on her. PS. Those glances are so hot, they could melt an ice berg.  #Caryl #Carol #Daryl #TrueLove #SoulMates #DreamTeam #EpicDuo #BadAsses #Icons #MyHeros",1,6,83
minty and cozy,@mintyandcozy,May 28,"Wanderin’ free, wish I could be part of that world 
.
.
 #그림 #일러스트 #일러스트레이터 #アート #イラスト #イラストグラム #イラストレーター #イラスト好きな人と繋がりたい #画 #絵 #oc #kawaii #drawing #illust #illustration #newjeans #danielle #littlemermaid #art #love",1,2,24
dczd23,@dczd23,May 28,"This is so wonderful and inspiring! A lot of elderly people are alone or forgotten! Go visit them, embrace them or, at least, call them, as long as they’re with still here with us. Without them we wouldn’t be here, too… #respect #love #solidarity",4,8,21
JudyKeith,@JudyandKeith,May 28,"#NewRelease 'First Love?'
#Romance #KindleUnlimited free 
Give the #gift of #Reading 2 someone you love Collections of moral #shortstories #ChildrensBooks #YA #paranormal mysteries original #piano compositions & #poems 
All inspired by & 4 our family
Enjoy https://amazon.com/stores/Judy-and-Keith/author/B0B4TBSWRY…",2,60,43
Kryptex Golf Carts,@kryptexgolfcart,May 28,"Get 2023 Advanced EV 4L - Black  for 7000.00  from Kryptex Golf Carts 

#love #trending #viral #summer #repost #golfcart #golf #golflife
https://kryptexgolfcarts.com/products/2023-advanced-ev-4l-black…",5,3,7
StorySpirit4U,@StorySpirit4U,May 28,"She was the Caribbean Queen as told in old legends, and she’s waiting to take you to another paradise—one that may claim your soul!
#Supernatural #romance #thriller  https://amazon.com/dp/B09X4G9X3W",3,73,56
Sofia F,@SofieFernand,May 27,"Here’s a sneak peek of the romantic fairy tale I will post later this year. Pictured below are Lord Terrence Tremblay & Lady Anne Beauchamp

#writerslift #writingcommmunity #charlierowe #hannahrae #timotheechalamet #albabaptista #BookTwitter #romance 
@RealChalamet
 @albabaptista_",8,24,21
Bingfield Alpacas,@BingfieldAlpac1,May 28,Mexico says “have a nice Sunday!”#love #MonacoGP #SundayMotivation #sundayvibes,,4,73
Kyukyumber,@KyukyumberInc,May 28,"Animated version. This song is so cute ^^ (Music: Sugar High by STVN. I dont own this song)

#artmoots #cute #CoupleGoals #animation",1,1,4
HollywoôdB,@HywoodBLE,May 28,"Late night confessions: My favorite song of all time I created was B effect. When creating this song I wanted to tell a story of obsession and love. 
B Effect is out now on the Whos HollywoôdB mixtape. Link in bio. 
In comments lmk your best love story!
#love #RnB #Sing…",1,1,
Elsa,@crypt_Elsa,May 28,"It's the weekend, so it's time to reflect on your week's progress.

Me: my week was useful, I invested more energy learning God word, finding out about web3 ecosystem (nft unequivocally) and making friends on the space 
#love #nfts #DeFi #web3community #web3",,1,10
Robert Ratemo,@4ratemorobert1,May 28,"Sunday morning light .

#art #artist #painting  #acrylicpaint #canvas #brush #reality #dalilylife #painter #artistry #artistic #talent #passion #selfthaught #artistsplatform #selfpromotion #people #nature #followformore #newposteveryday #love #artafrica #painting #artafrica",,8,37
C H I N W AFOR LIFE,@JOHNMRPATIENCE,May 28,"Happy Mother’s Day 

Song By: Wendyyy Tout Fanm Se Fanm

#Love #momlife #chinwalove",,14,64
Szandi.Jason Internatonal couple,@JasonSzandi,May 28,We tried out this cute tiktok trend #trend #hugtrend #love #amwf,,,3
"Kelly Miller, #BestSelling #Regency #Author!",@Kellyrei007,May 28,"It's #ReleaseDay! 
“I absolutely loved it!”
“one of the best she has written”
“The Darcy Secret,” a #Suspenseful #PrideandPrejudice Regency #Romance!
On #KindleUnlimited!
#BooksWorthReading #RomanticSuspense
Will a dire family secret lead to Darcy’s ruin?
https://mybook.to/KellyTDS",12,63,55
Hiking Autism,@HikingAutism,May 28,"Stop for a moment each day to sense what nature has to offer, even just outside your window.
Insights post “A Bounty of Color”
https://hikingautism.com/insights--hike-update-news/a-bounty-of-color…
#hiking #autism #nature #disability #hope #walking #outdoors #freshair #selfcare #flowers #writingcommunity #california #love",1,8,132
Londyn Rose,@LondynRose1014,May 28,What's everyone doing for Memorial weekend? #MemorialDay #MemorialDayWeekend #MemorialDay2023 #SundayFunday #cute #love #DogsofTwittter #DogsOnTwitter #Dogsarefamily #America,34,29,266
VPLOVERZ,@parivikas90,May 28,"Thanks #Rajasthan for #love 29May Last in Jaipur 

#Delhi meet and greet you on 30 May ... 

#GoodEvening #sundayvibes",1,1,26
