Name,Username,Post Date,Tweet Text,Reply Count,Retweet Count,Like Count
"Angel Mushu, Zinny, Winny",@mommasboymushu,May 7,"THANK YOU 
@MaryofMayberry
 & 
@PaulNHarold
 for the wonderful bouquet of flowers! We appreciate your thoughtfulness and being great friends to us. We love you -Angel Mushu  & momma #Friends #friendship #Kindness #love #Flowers #dogsoftwitter",11,5,116
Angeltatecreates,@AngelTate67,May 9,Tuesday’s 3 a.m. shenanigans #kidlit #petsupplies #BestFriends,,5,14
European Society for Trauma & Emergency Surgery,@estesonline,May 9,"And finally the party. What could be better, after more than two intense days of congressional labors, a little well-deserved relaxation among old and new friends. After all, ESTES aims to turn colleagues into friends!
#friendship #surgery #fromcolleguetofriends",,2,9
Lisette Brodey,@LisetteBrodey,May 9,"CROOKED MOON   

One hot, unsettled summer, the lives of two childhood friends comes crashing back together after 23 years.

http://mybook.to/crookedmoon

#friendship  #KU",,29,22
Jan Romes,@JanRomes,May 6,"Four mischievous, sassy, always real women who will make you laugh and touch your hearts.  #womensfiction #KU #humor #sassy #beachreads #friendship https://amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1674589783&sr=8-1…",2,129,69
dotAGE,@dotagegame,May 6,"This is Pepo, the village's chef. He likes his job, and he likes you. 
Do *you* like him?
#friendshipGoals",5,10,84
Inspiration by John,@LifeWithJohn,May 10,"If you have a best friend that you can talk to about anything and they won't judge you, make sure you keep them close. ~ #TrueFriends",,2,11
Tony Khan,@TonyKhan,May 9,"TOMORROW
Wednesday Night #AEWDynamite
A PPV on TBS

-Steel Cage
Omega vs Moxley
-Double Jeopardy
Fenix vs Claudio
-International Title
@OrangeCassidy
 vs #DanielGarcia
-No Holds Barred
Anna JAS vs Julia Hart
-World Trios Title Open House Match
#HouseOfBlack vs
Bandido/#BestFriends",115,217,"1,930"
Joshua B. Lee,@thejoshuablee,May 9," You won't believe it! Today's a gift  - unwrap it, cherish it, and dance like no one's watching  'Cause we ain't got a clue about our tomorrows!  Spread the love, tag your #BFFs  and pass on the good vibes!  #LiveInTheMoment #YOLO #GratefulVibes ",4,7,11
Brittany Scarafiotti,@CoachScarf,May 9,"Couldn’t be more thankful for this SQUAD! Banquet is in the books & we are back to business preparing for Round   When you’re surrounded by such amazing people, doing what you love, work rarely feels like work. #SquadGoals #BTM 
@KISDAthletics
 @KellerCentralHS",,4,34
