Name,Username,Post Date,Tweet Text,Reply Count,Retweet Count,Like Count
AUTHOR RAELLE LOGAN - HISTORICAL & PIRATE ROMANCE,@RaelleLogan1,May 13,"The Glory Days of Piracy await you, come Sail away into an Exhilarating, High Seas Adventure where the Stakes are High, the Hero is a Seductive and Dangerous Pirate, the Heroine is Feisty and Courageous, the Villains are Deadly, and the Romance is Sizzling Hot. #romance",,9,8
The Main Man33,@main_man33,May 13,"The Lord bless you & keep you; the Lord make His face shine upon you, & be gracious to you; the Lord lift up His countenance upon you, & give you peace Num.6:24-26 #GodBlessYou  #HappyWeekend #HappyMothersDay #GodBeWithYou #Love  #GodsWarriors #TeamJesus ",1,3,9
𝐊𝐢𝐧𝐠 𝐂𝐡𝐚𝐫𝐥𝐞𝐬 𝐈 𝐑𝐞𝐭𝐮𝐫𝐧,@KingCharlesIRTN,May 12,"Wishing everyone a great and good weekend.
Thank you for your friendship, love & support 

#ThankYou #Thankful #Love #CharlesI #KingCharles #Scotland #Edinburgh #Piper #Bagpipes #Tartan #Cavalier",1,9,40
Jan Romes,@JanRomes,May 12,"You can get all 4 ebooks for $3.96! 
TEXAS BOYS FALLING FAST SERIES:  Married to Maggie, Keeping Kylee, Taming Tori, & Not Without Nancy  #romance #humor #Texas #Dallas #KU https://amazon.com/gp/product/B074CFVG2Z?ref_=dbs_p_mng_rwt_ser_shvlr&storeType=ebooks…",3,99,49
Two Hands Productions,@2handsprod,May 12,"We make movies that reflect our own lives that we hope people will relate to.

Has anyone else in a long term relationship thought about having
 a threesome?

 #relationshipgoals #indiefilm 
@ymhmovie",1,,7
Two Hands Productions,@2handsprod,May 12,"Now we know how this may sound but 
@ymhmovie
 is based on
 personal experience and we promise to subvert expectations.
I’ll tell you this, it wasn’t the husband’s idea #indiefilm #relationshipgoals",1,,7
Michael Silva,@BurqueRudeBoy,May 13,"With all the talk in todays world about rape, about women's bodies, I share this to show that men know to stop.  If she asks you to stop, STOP.
2/
@StevijoPayne
 with the inspiration to post
#Mencanstoprape #alliesinpreventingrape #ally #stongmennotviolentmen #Respect  #love",,1,59
karma chameleon,@caelanga,May 13,"Meghan Markle is a dream. Everyone deserves a relationship where they adore the person they're with
#relationshipgoals 
And don't be hateful. Hate is ugly",,1,19
Lisette Brodey,@LisetteBrodey,May 12,"MEG: Coffee & Dessert in Key West Series: Book 1 

Terrific sweet #romance that's perfect for the beach! 

https://amzn.to/3DcD2zD
@JanRomes",1,6,6
H. K. Deeb,@HadiDeeb,May 13,"""The biggest human temptation
Is to settle for too little."" 
- Thomas Merton  

#quotes #quotesoftheday #quoteoftheday #quote #LiteraturePosts #ThomasMerton #temptation #humanity #Christianity #life #Catholicism #love #Ukraine #death #Merton #art #painting #VsevolodMaksymovych",1,5,1
John Hawkhead,@HawkheadJohn,May 13,"I’m in this week’s HIS from 
@NVWritersHouse
 on the theme of ‘finding love’:

charity clothing
rinsing out yesterday’s
romance

#love #senryu #haiku #recycled",2,7,33
Crissy Sinopole,@VibeSober,May 12,"I’m getting to know who I am, and you know what? It’s pretty wild. Why I waited so long is beyond me, but what I do know is I’m making the time I have now, count! 

#RecoveryPosse #selfimprovement #selflove #selfawareness #love",,1,10
Pamala Knight,@pamalaknight,May 12,"It’s time!!! We’re accepting workshop proposals for 
@ChicagoSF2024
 Submit your ideas  https://chicagospringfling.com #writerscommunity #writersconferences #romance",,13,18
