Username,Text,Date
NPC_bait,"@Horiat89A @TheClassicalCon @TheDemocrats I've seen tons of libs comparing Pride with Christianity the past few days.
It's nice to see that you are all starting to agree that Pride is a religion.",2023-06-05 10:32:26+00:00
AmieArleth40383,RT @seifedd34039249: @Crypto4lyfe_ @Girish_99999 @stats_feed LoL WE are the only religion exist anymore try it if you want to lose you head,2023-06-05 10:32:24+00:00
FAjueyitsi,"RT @saomot2000: | religion has subdued our independent &amp; critical thinking traits, &amp; made us largely irresponsible citizens that have rente…",2023-06-05 10:32:23+00:00
nomiwrites7890,@ashoswai When such things happen in Pakistan world media reports it is a attack on religion. But in India case they are silent as India is 1.2 billion people economy.  So international media is only spectator here.,2023-06-05 10:32:20+00:00
iam_mayoor,"RT @FS_Yusuf_: Omo. Nothing surprising here. While some think it’s politics, to others, it’s religion!!!",2023-06-05 10:32:19+00:00
MamataNath,"RT @SitaRamGoel_Voi: In due course, most Hindus, particularly the English-educated Hindu elite, have been made to believe that a Hindu is n…",2023-06-05 10:32:19+00:00
Bsonja5,"RT @allaboutgold: Zionism is a quasi fake, religion, A fake cult, a pirate, robber, murderer. They consider themselves better than all othe…",2023-06-05 10:32:07+00:00
ayshusal2,@AbiyAhmedAli Prosperity party is an enemy of Muslims and Orthodox Church religion!! Losers,2023-06-05 10:32:06+00:00
IdlyVadaa,"RT @iimcomic: These people queued up to donate their blood. Nobody checked what the religion of the injured is. At the end of the day, this…",2023-06-05 10:32:06+00:00
Asy_aitan,This religion is something else man. https://t.co/0eh8Nahfx6,2023-06-05 10:32:04+00:00
1stSvelteCelt,religion doesn't seem to have any problem attacking everyone else. https://t.co/jgBVK2bTlZ,2023-06-05 10:32:01+00:00
rangondasg62018,"@meerfaisal01 Suddenly all terrorist have religion,  exposing of pisslum https://t.co/U7F0y0d8oo",2023-06-05 10:32:01+00:00
Shaddup_Zenie,It’s a religion at this point 🛐🙇🏾‍♀️ https://t.co/r93LPd3Iji,2023-06-05 10:31:59+00:00
manojdevil993,"RT @BefittingFacts: #Thread
Any girl(18+) has all rights to choose her partner. She can choose to marry a man from any religion. So what is…",2023-06-05 10:31:58+00:00
PassageParadise,"Jesus says: “[BLESSED ARE THE POOR IN SPIRIT]: for theirs is the [KINGDOM OF HEAVEN]” (Matthew 5:3).
#God #HolySpirit #Jesus #Christ #JesusChrist #Bible #Scriptures #Truth #Faith #Church #Christianity #Religion #lifesyle #life #lifetime #Prophecy #ENDTIMES",2023-06-05 10:31:56+00:00
jemifanvenky,RT @Abdullaahhhh13: Please listen to this Beautiful message from Shah Rukh Khan before giving hate to any community. We all should try and…,2023-06-05 10:31:54+00:00
mohdDan22851103,"@Aman78494987 @irenaakbar See who talking about women , 
In your religion Sati partha ,Niyog ,dowry death ,at the time of monthly circle women can't go in kitchen ,all things is a common",2023-06-05 10:31:54+00:00
nikunjx10,"religion, or any other factor has no place in our society. Let's come together and fight for a world where diversity is embraced. #RiseForAMoreEqualWorld",2023-06-05 10:31:52+00:00
emonkey79,RT @TyCardon: BREAKING: Professional baseball team decides to focus on baseball instead of promoting new imperial religion. Currently boast…,2023-06-05 10:31:52+00:00
DragonSword778,"RT @Mayflower_21: If they aren't stopped, they will kill hundreds of thousands of beef and dairy cattle in the name of their demonic climat…",2023-06-05 10:31:51+00:00
maximuspatt,"@MeghanEMurphy None of what is happening has anything to do with feminism. The remove of womens protections has been done by stealth, deliberately whilst  intimidating and bullied others into silence. Feminism, ‘far right’, conservatives, religion it’s all a red heron to detract from reality.",2023-06-05 10:31:51+00:00
SimonONeill1966,@DevAndyZ @actuallydaedae Had to look up dys and miso to grasp that but I get what your saying. I think we can all see the good parts of religion. It's just sad that so many use it to harm/control others.,2023-06-05 10:31:51+00:00
Mind___Touch,"@hindu9876 @_Caged_ @Delhiite_ I am not trying to point out the phobia, I'm saying we have to stop connecting such crimes with any particular religion and community. Jab tak log crime ko community k saath jodte rahenge tab tak Yeh criminals bach ke niklenge. Yeh sample 3 hain. Bhut hain aise.",2023-06-05 10:31:50+00:00
Calthalas,"RT @martinchrist201: Come join our KFG ""Religion and Urbanity: Reciprocal Formations"", at @unierfurt! We just opened a CfA for fellowships…",2023-06-05 10:31:48+00:00
BhakthLokesh,"RT @darkandcrude: Watched Kerala story 

Teaching dharma to kids is not enough today

Teach them comparative theology. Teach them how sanat…",2023-06-05 10:31:46+00:00
EricMarley20,RT @its_the_Dr: What kind of Religion says this? https://t.co/ygOpduAqt3,2023-06-05 10:31:44+00:00
CatrineNansamba,"RT @nelvinagnes2: Before u get married .
 discuss bills, parenting styles, credit, debt, religion, how to deal with family (both sides), 
w…",2023-06-05 10:31:43+00:00
basalganglia102,"@AJK12112 @HSbbshs68228 @Abdullaahhhh13 The right to religion means one has a right to choose his faith. Don't forget even Dr. Ambedkar chose his own faith. You are free to follow your principles in your personal life, but you don't own the fundamental right to religion of other citizens of this country. Your logic is",2023-06-05 10:31:43+00:00
AmberLeRoy8,"@ask_aubry The woman is ""cacky"" and should be glad her kids even do go to church with them. Forcing religion AND misogyny on them. Bad parents hide behind religion, and it's got to stop!",2023-06-05 10:31:42+00:00
Naraz_phupha,RT @Abdullaahhhh13: GT captain Hardik Pandya doing sehri with his muslim teammates Rashid Khan and Noor Ahmed. And there is this shamless Y…,2023-06-05 10:31:37+00:00
libertyanfree76,RT @ODBUniversity: Learn how to trust in Christ over religion: https://t.co/OneB7AjuwG https://t.co/7ntYyYmVQv,2023-06-05 10:31:35+00:00
heartofanartis,RT @WatDaDuck_: @GogAndMagog1 @jihadwatchRS I$lam is not comparable to any religion in terms of violence.,2023-06-05 10:31:35+00:00
TheKoalaKoya_,"2.2M followers and spreading fake news💀
Just focus on your own country and religion 💀 https://t.co/j4kzZS8KAe https://t.co/TL9KdYLoLE",2023-06-05 10:31:31+00:00
Akadila80,RT @BeautyGina4: Don’t call DOS to come and stop any fight ! this war on religion will either make us or break us ! This is the last battle…,2023-06-05 10:31:31+00:00
whyisntmybrain,"@RDebz1 @VictoriaAZLove @AncestralVril St Paul does not receive any Devine revelation from Christ during his vision. Rather Christ's appearance to St Paul converts to him to the religion already established by Christ.

This is different from Mohammed, who claims to have received revelations.",2023-06-05 10:31:30+00:00
Sjha1204,@DrDatta01 defaming your own nation and religion to show ur poltical support shows ur DNA has been mutated its not fault of ur RNA,2023-06-05 10:31:29+00:00
Gert,@Ysgawen @francesweetman We don't really do religion in Britain. A lot of people use it when it suits but hardly anybody actually deeply believes. Same with gender woo.,2023-06-05 10:31:27+00:00
timhhartley,"Politics, religion, power and football. Engaging talk from the impressive and knowledgeable @CMRLee
His books are pretty good too! One for @gwylwalgoch
@ExpoWalGoch?
@fussballgeekz @tfhb 
https://t.co/10MEioQkDx",2023-06-05 10:31:23+00:00
Julie28086389,"RT @BStrewth: @JaneCaro @LlJuju2022 @ABCthedrum In general terms.
Seemingly, men can behave indecently, in a threatening manner, rape and p…",2023-06-05 10:31:22+00:00
lookingbackag11,"@ThebetterJD @bethanyshondark @benshapiro Perfect example, you think you have a right to imprint your morality on other peoples children.
Is the far right going into schools telling children about their religion? No but the far left is doing that exact thing.",2023-06-05 10:31:18+00:00
karanMi56188359,"RT @hodler_krypto: @RanaAyyub And if you are not considering them criminals and trying to give a religious angle to it, it is totally wrong…",2023-06-05 10:31:15+00:00
enoch_xxx,"RT @oluseunn3: Olamide throw us back on ""New Religion"" this baddo sef😁🤭💛 https://t.co/VQTdgCsY7S",2023-06-05 10:31:11+00:00
JoshuaGapsiso,"@YahyaAABichi Southern Yobe, Kaduna, Gombe, Bauchi, Borno.
Adamawa
Taraba....

are all Middle Belt, those who know their real identity and are not blinded by religion or the Hausa language, identify as such.",2023-06-05 10:31:04+00:00
CanadianGL1979,"@davidkurten ""Christian Zero has issues with kickass female Hero"" there's a shocker. Y*O and your religion are hateful",2023-06-05 10:31:03+00:00
karanMi56188359,"RT @hodler_krypto: @RanaAyyub Oh, deciding to watch movie proves prejudice and hate within people???
.
When the incident happens, you say t…",2023-06-05 10:31:02+00:00
BainsTheory,"@kxiptc He just said it was accidentally posted tho, did not even come close to saying that. Quiet the convenient mistake even if he did say that, don't think offending a whole religion qualifies as an honest mistake as cricketers probably check thier stories cz of PR before posting",2023-06-05 10:31:00+00:00
AKC_Randy,"RT @FS_Yusuf_: Omo. Nothing surprising here. While some think it’s politics, to others, it’s religion!!!",2023-06-05 10:31:00+00:00
LettermanNorm,"RT @Hochseeflotte2: @carbo_al That’s somehow more embarrassing.

Yeah it’s an own as you specifically target countries just for their relig…",2023-06-05 10:30:59+00:00
JaneCaro,"RT @BStrewth: @JaneCaro @LlJuju2022 @ABCthedrum In general terms.
Seemingly, men can behave indecently, in a threatening manner, rape and p…",2023-06-05 10:30:57+00:00
DreamsComeTroup,@JackPosobiec Freedom of Speech!  Freedom of Religion! Freedom of Assembly... Come on United States of America... you are letting everyone die in vane.,2023-06-05 10:30:57+00:00
AFLeader3,"Khalifa Sahib:
The problems was on us, if they came to mountains they would shake. but Allah because of religion and oppressed nation had given patience to us. https://t.co/o920Fg3xOn",2023-06-05 10:30:56+00:00
mileset,@vogueqx @deenodus @harryofido Lolzzzzzz.....the big time mumus of the century lolzzzz....ain’t DAFTI follower like u. How on earth will I just divert to religion from sport lolzzzx. Dunces!!,2023-06-05 10:30:55+00:00
joanne73301,@IFinder123 @KipkorirBilal @SaraReyi But I tell you this no religion will ever unite man and create an Utopia. The god of the Bible cannot be trusted I will never trust him he wants to enslave man.,2023-06-05 10:30:53+00:00
PyronJB,@wrathofgnon @Babygravy9 Good man. Horrible people. Horrible religion. Horrible book.,2023-06-05 10:30:45+00:00
Boblet3001,@dying_democracy @marcoatlarge @SeegerBlake @mtcampbell1 @davidmweissman @JackPosobiec Freedom of religion includes the freedom from religion. Sorry sweetie but nobody wants to return to rule by the church. If you want a theocracy may I suggest you move to Afganistan.,2023-06-05 10:30:45+00:00
deb_coyle,"RT @DemsKeys: Casey and Ron DeSantis's Christofascist campaign twists religion that teaches love, equality, truth, and compassion.

Stand w…",2023-06-05 10:30:44+00:00
MJ23799994,"@dizalifornia @dallro1 @ask_aubry Definitely, I resisted religion until I was 38 after being forced to go to Brownies during the 80s when it was super religious",2023-06-05 10:30:42+00:00
sumititmus,RT @iaarushine: I started hating Twitter again... people writing shit ... only politics and religion 🫠👿🤠,2023-06-05 10:30:40+00:00
law_sangeeta,@ssaratht @Vc_Hindustan Islam is a religion of peace …. And talking Allah’s name and following ilm is not wrong!! How does it matter whom you are voting for??? Listen to him carefully!!! https://t.co/qsxPKffrxX,2023-06-05 10:30:40+00:00
Sunilmisr,"RT @Brand_Netan: With a bent towards spirituality and religion, CM Yogi has been following the Hindu culture relentlessly, and making peopl…",2023-06-05 10:30:38+00:00
prisssscccc,"RT @Zamkhongsai: #ManipurBurning Had the government pay attention on this Sanamahi religion, there would not be such destructions and burni…",2023-06-05 10:30:38+00:00
vinaywalia14,"@ashokepandit The EDUCATED India is focusing on Growth and Employment opportunities....
Unlike you and your saheb ..

INDIA is growing above HATE and Religion...

Pandit ji..",2023-06-05 10:30:37+00:00
AbhiMenon7,"@americakaran @dravida_amsha A peasant  revolt - they have no ability to see more than class system or class struggle, ( caste/religion in India's case) . They don't see the role of religion unless religious people are in the majority. But still support islamic underdog for votes.",2023-06-05 10:30:36+00:00
Hopeful44199598,"RT @FS_Yusuf_: Omo. Nothing surprising here. While some think it’s politics, to others, it’s religion!!!",2023-06-05 10:30:35+00:00
DsSvetlov,"@JacobsenTrygvi @NikaMelkozerova You might as well connect this to Norse mythopoiesis: another religion common to Nordic states, probably formative at some point, but playing little role in their generally apatheistic societies. I like the term ""apatheism"", it describes atheism born of apathy towards religion 🤪",2023-06-05 10:30:34+00:00
Darshil81140921,"RT @indiclogic: The kind of outrage this 'Titan' Yash Dayal faced
For calling a spade a spade
For saying #lovejihaad is real
For just speak…",2023-06-05 10:30:32+00:00
ipltweeter1,"@you_know_whhooa @chirpingfree @Gabbar0099 Ey gyaan aap tho terrorists ko bhi nahi dete Jo aapke religion ke naam par karte hey.
But Aisa ek post sey sab United ho jaate ho...wahh..

Haven't seen this muslim unity in condemning a terrorist activity which happens in name of ur religion.🙏",2023-06-05 10:30:29+00:00
gregrej,"@pearlythingz Religion will sway any direction they need to continue their Money Grab. There's a reason the word ""Catholic"" means Universal Church.",2023-06-05 10:30:28+00:00
knpnayyar,The Peaceful Secularists of Pakistan and their love for Hindu Religion https://t.co/FKRZuTyLc1,2023-06-05 10:30:27+00:00
bandjames35,"About Special Tax Zones | The Illusion of Trump As the Face Front to Maintain Control Over Operatives &amp; Militaries Is Still Alive | Does the Equation E=mc2 Still Reign True or Has it Changed? | Science &amp; Religion Where They Cross Over  Silent Circle Update
https://t.co/ASuu9rhUwF https://t.co/0cvNtumygX",2023-06-05 10:30:25+00:00
MitziPerk42213,RT @nyertrappedinnh: @ExoticRubies @ExpatBanana @shanoawarrior @KingTherapy @DesignerInVA @HyapatiaLee @MCRadioTheater @AbortionChat I do b…,2023-06-05 10:30:25+00:00
KleinholzG,@adewaleadegben2 @yabaleftonline When Nigerian Muslims  &amp; Christians are dying to defend there religion instead to adopt our old traditions and culture ..,2023-06-05 10:30:23+00:00
Abajpai1976,"RT @LiberalHinduA: Wedded woman is having her, ""farewell ceremony"" after her marriage which is common practice in Indian sub continent irre…",2023-06-05 10:30:22+00:00
Hiphopafricaa,"Olamide &amp; Asake Continues Their Chemistry On True Religion
https://t.co/Rfp4xO7DtZ",2023-06-05 10:30:21+00:00
CarolinaNimaj,"Surprised to ""Shut up and take risks. People fight over religion.
_USE_OUNASS_CODE_NAMSHI_COUPON_NOON_DISCOUNT_SIVVI_PROMO https://t.co/vOdoqtZp20",2023-06-05 10:30:19+00:00
SofirLyone,"@R3dFiVe_artist Yes, but I'm not a dick about it. I have my issues with religion and how it can effect people negatively, but that doesn't mean it'd be right of me to belittle those who do believe for simply doing so. As long as no one tries to force their beliefs on me or others, we're cool.",2023-06-05 10:30:17+00:00
Professionist25,@CricketWtf @RinkuKSinghh Respect is earned which ur religion doesn't deserve,2023-06-05 10:30:16+00:00
hamzaj_k,"May sound harsh to us but the brother is right. Ethnic Afghans have little to do with Persianate/Iranian culture and religion. We are Hanafi and they have their own Zoroastrian-Soviet inspired version. There's no need for hatred and name-calling, leave him alone. https://t.co/Sym88MnG8W",2023-06-05 10:30:14+00:00
audreyandray,RT @ODBUniversity: Learn how to trust in Christ over religion: https://t.co/OneB7AjuwG https://t.co/7ntYyYmVQv,2023-06-05 10:30:11+00:00
OonYourLeft,@RanaAyyub The fact that people from a peaceful religion do Jihad....... speaks volumes about the people of that religion,2023-06-05 10:30:10+00:00
jimnshimochi,"@alfiyastic Agreed, i absolutely hate it. Like please show respect to someone else's religion:(",2023-06-05 10:30:07+00:00
ramm1935002498,"RT @KJwalamukhee: Whatever may be our cast, nation,province,language and organization _
Our religion is Sanatan Hindu.
We are the Sindhu of…",2023-06-05 10:30:07+00:00
SurenVynn,"@w4lr6sAbdulRauf Yes they do! At least in Christendom, the Islamicate and in Hebraic cultures, devotional practices became disentangled from illicit divinatory rituals or instrumental sacrifice. Dark magic is shunned by religion because it presents a threat to the dominant political order.",2023-06-05 10:30:03+00:00
ray_bashh,"@silcharweeb @promzzz @vivekagnihotri @pajeetism This change/difference is created today coz Atal Bihari Vajpayee or Dr.Manmohan Singh never did politics of Religion H-M, Hindi imposition, Anti-nationals,etc &amp; India never had such Culture. But after Viswagoru came to power,things changed slowly &amp; Hindus became unsafe under Mudi",2023-06-05 10:30:03+00:00
Koushik92118686,"@hum0r_less @poserarcher Here is your answer , I am Hindu and My religion teaches me to be respectful to everyone. Your government says there is no case of love jihad Centre on high court , Karnataka home department 22 Feb said no such defined cases. There's been various case of interfaith marriage 1/2",2023-06-05 10:30:01+00:00
Happylittleveg,RT @JonGazta: @postcarbonsteve The religion of infinite economic growth on a finite planet... https://t.co/8P27a14zbv,2023-06-05 10:30:01+00:00
Cryptowalajatt,@ZssBecker Brother I belong to SIKH religion. We have bery living life . Not many sikhs are doing this but they wake up before 4AM get cold shower. Meditate and pray . Eat good healthy meals. Get powerful nap in afternoon . We Train our body through martial arts(gatka) .,2023-06-05 10:29:59+00:00
rakesh2100,"RT @darkandcrude: Watched Kerala story 

Teaching dharma to kids is not enough today

Teach them comparative theology. Teach them how sanat…",2023-06-05 10:29:59+00:00
Joshuaiondo,@Qwenia @Sir_Dongizle @elrufai Is it religion representation you want or quality representation that will bring about development? It may matter to you but i feel what Nigeria needs at the moment is overall transformation of Nigeria. I am a Christian and i voted for Tinubu/Shettima.,2023-06-05 10:29:58+00:00
BStrewth,"@JaneCaro @LlJuju2022 @ABCthedrum In general terms.
Seemingly, men can behave indecently, in a threatening manner, rape and pillage.
Women are accused and forensically scrutinised beyond decency.
This is worldwide.
Perpetuated by religion, greed, male insecurity and a bent for dominance.
#enough
#equity 
#just",2023-06-05 10:29:51+00:00
felicia_arnolds,@ObinnaPascal13 @bornagainsteph @RachelRForrest So now a hairstyle and nose ring can t belong to a specific religion? Go back to the bible they gave nose rings has wedding gifts to the women. Unlike us who give rings like the pagans did.,2023-06-05 10:29:49+00:00
AnanyaBali1,"RT @ShayaanAlii: If liberal means to disrespect religion and making fun of Hindu Gods, 

Then Sorry, I am not liberal 🙏",2023-06-05 10:29:48+00:00
Ironic_Dave,RT @Toastrezi: Me vaporizing the hiveswap writers who made purple bloods being clowns a common trait (it's literally called a obscure relig…,2023-06-05 10:29:44+00:00
QueenTeja1,"RT @Siddharth_Palha: See I told you these guys find terrorist as their own. But when you ask why all the terrorist are from Islam religion,…",2023-06-05 10:29:44+00:00
that_bmw_guy,@jordanbpeterson Religion and politics,2023-06-05 10:29:44+00:00
yo76291815,RT @AlisonMiddleb17: @JulieSnark We gotta stop fighting over who’s who and start fighting for this country. Our children deserve so much be…,2023-06-05 10:29:42+00:00
LindaSoG,RT @tweettruth2me: We need separation of sex and state. The government shouldn’t be promoting the LGBTQ religion.,2023-06-05 10:29:40+00:00
RajeevS27545206,"RT @arunpudur: Tamil Movie Director #Vetrimaaran another Crypto claimed Raja Raja Chola wasn't Hindu, Kamal Haasan backs him, says there wa…",2023-06-05 10:29:32+00:00
vows1234,"@sayWORD93 This has been the common knowledge for WS to practice their racism by using other Non -White people to share valuable info in all 9 areas of people activities economics, education, entertainment, labor law politics religion sex and war. #warfare"" We are in a War act like it"" 0526",2023-06-05 10:29:31+00:00
Hiphopafricaa,"Olamide &amp; Asake Continues Their Chemistry On True Religion
https://t.co/YP327z3F7b",2023-06-05 10:29:31+00:00
yanions,"@dr_tadrous @Ghayeshego boy do i have an even bigger surprise for you! athiests exist so it technially wouldnt be fair to them, u still cant control the entire world using religion. just like u think theyre trynna force their ""views"" on you, ur literally doing the same thing to them",2023-06-05 10:29:31+00:00
ArcotRamm,"RT @LondonBangali: @NMukherjee6 First “Gandhi family” tell d country which religion they follow? Parsee, Islam or Catholic. This family can…",2023-06-05 10:29:28+00:00
mickw2002hot,"@landofsorrows @MickGreenhough Because their religion, deprive them of any normal social life, they get hormonally, frustrated that’s why the rapes happen",2023-06-05 10:29:27+00:00
MS_JuliaLee,"I only worship my husband, but not in a religious way. I have no actual religion, because there's nothing and no one worthy of my worship. https://t.co/vwBfOiUHGb",2023-06-05 10:29:25+00:00
ErnieLittle7,"@LFirefight69409 @ChristofHart @ABDanielleSmith So if the problem is grooming your children, you should keep them away from religion 🤔.  Btw learn how to spell pedophilia lol stupid is unfixable",2023-06-05 10:29:25+00:00
thinkovation,@LukeDyks It's only a religion in your addled head. It's actually a universal healthcare system. Hope this helps.,2023-06-05 10:29:24+00:00
Paranjyoti8,RT @rohithverse: Zoo bear receives 10+ lakhs of donations every month. Wonder who are the top contributors for him every month as a religio…,2023-06-05 10:29:23+00:00
Boblet3001,"@dying_democracy @mtcampbell1 @SeegerBlake @davidmweissman @JackPosobiec Freedom of religion is the necessity, not religion itself. Freedom of religion includes freedom FROM religion. Having their own religious beliefs does not in fact mean they wished to force those beliefs on everyone else. That is YOU not them.",2023-06-05 10:29:21+00:00
Smartcookie_PK,"RT @srini_r_twit: Some idiots are on about Yash Dayal's ""free speech"". Your free speech stops when it's directed at demonizing/dehumanizing…",2023-06-05 10:29:19+00:00
nwa_enugu_,@jihadwatchRS This one religion is becoming problem to the whole world 🌍,2023-06-05 10:29:11+00:00
amay7349,"@think_religion @Sackdannyandrew The problem with the Libs and why they can't seem to get their party act together politically is because there are too many of their pollies doing their own thing, no strong central control, like you see in Labour, with Caucus etc, where such behaviour is simply not tolerated.",2023-06-05 10:29:09+00:00
BwanaDique,RT @DLgodlessbitch: Religion is a very prophetable business. https://t.co/vi0LWXHPe3,2023-06-05 10:29:08+00:00
NicolaWatson13,"RT @kerinamujati: When they abuse religion , a typical case in Zimbabwe whereby the Church is now a questionable institute of what it reall…",2023-06-05 10:29:06+00:00
WayBee_dsc,RT @AyishaMuhamad: Islam is the only religion that is currently standing in their way. All other religions have submitted to their belief s…,2023-06-05 10:29:04+00:00
Ada021169121,RT @MRobertsQLD: Canberra Health Autocrats have decided there is no place for religion in health care and are trying to take over the Calva…,2023-06-05 10:29:04+00:00
Jazacademyhair,@Alden_Mann @dom_lucre Come on home. God is the only way. Not man’s interpretation of the religion but the salvation you receive from a real relationship with the Lord will change everything!,2023-06-05 10:29:03+00:00
religion_yoongi,"RT @kimgayism: army twt

—a thread. https://t.co/9iSOns63b3",2023-06-05 10:29:01+00:00
AJK12112,"@HSbbshs68228 @basalganglia102 @Abdullaahhhh13 I think there is no need of conversion from either side. And there is enough proof to know that every religion has such men. Targeting one side is not the way. All humans have a dark side irrespective of religion, that’s what Should be targeted .",2023-06-05 10:29:01+00:00
AiMin1997,RT @AyishaMuhamad: Islam is the only religion that is currently standing in their way. All other religions have submitted to their belief s…,2023-06-05 10:29:00+00:00
rjpark,"@cjm691972 @sophielouisecc Your gig was a trial of 12, so the UBI disciples have a head start on this state-supplication of a new religion of dependency and control… https://t.co/2mkNbkNs0i",2023-06-05 10:28:59+00:00
veinreaver,@TheDemocrats Normal Americans reject your religion.,2023-06-05 10:28:57+00:00
Vishnu29Thev,@AmenaiSabuwala Amena thank's for sharing such great quote. Islam is very great religion and we have a lot to learn from it.,2023-06-05 10:28:55+00:00
Highstreet57,RT @cdzas: JJ Rawlings shares his thoughts on African religion (Nogokpo) vs. Quran vs. Bible https://t.co/NqJlYlDK14,2023-06-05 10:28:53+00:00
WypipoLs,@_mastereri_ @Copyofacopyofa8 @Chewie501 @ScornedStoic @itstuff50 @WhiteHawkFan @IncelsCo I am not incel and even i know therapy is basically like religion aka largely a scam,2023-06-05 10:28:52+00:00
2Geralt,@Bruno_Attal_ La religion. If I speak,2023-06-05 10:28:50+00:00
teresadg0,@TomLondon6 I’m not sure what you being Jewish has do so with anything when it comes to your support of antisemitism. There are plenty so called Christians (for example) in the UK who hate their country &amp; will defend racism against their own race/religion if it supports their own hate.,2023-06-05 10:28:49+00:00
ahmnorman,"RT @Pak_Kafir: Muslims: Islam is the fastest growing religion in the world

News: Iran has closed 50,000 mosques (67%) because people stopp…",2023-06-05 10:28:48+00:00
hannahelmet1,@Spiderverse786 @iShivani_Shukla Bro he didn't mention a single religion there neither Buddhism or jews or anyone.He just spoken to defend his community and mentioning a country name is bashing a religion 🤣 comeon mate😝,2023-06-05 10:28:46+00:00
WKnishes,"RT @ScratchyTails: @WSCKR1 lol the fact that stuff like this always happens shocks me cuz in the Bible, it literally says that you shouldn'…",2023-06-05 10:28:43+00:00
buzdarman,"RT @SameeraKhan: Congrats to science for only now discovering what religion has known for millennia. 🤡

TrUsT tHe SciEnCe https://t.co/Olp5…",2023-06-05 10:28:39+00:00
ShAsHaNk_HerE__,@BabarFanGirl56 The hatred is against those Islamist who use Islam as their weapon to demolish other's religion and their life,2023-06-05 10:28:38+00:00
6fits1,RT @EmperorKaash: @von_Bismack You’ll never see northerners in the comment condemning this criminal act ? You’ll not/never see them. They l…,2023-06-05 10:28:37+00:00
Lockieda,@jennycohn1 @rogerman99 This isn’t religion it’s a damn cult that doesn’t pay taxes and spews hate.,2023-06-05 10:28:37+00:00
Owenkima1,RT @AllanSseky: Religion has VIPs and VVIPs but in the eyes of the lord we are all equal. So who is telling a lie?,2023-06-05 10:28:34+00:00
MRPJ1985,RT @LukeDyks: I find the humanists cheering on the state religion like this quite funny.,2023-06-05 10:28:33+00:00
Ariefied,"RT @uglyluhan: I too used to believe this common myth among that religion-based morality doesn't change, but it's not true. Religion has ch…",2023-06-05 10:28:31+00:00
emmanue40722563,RT @Biafra_1st_Son: It is tremendously wrong developing an inner hatred for a comrade because he believes in a religion u consider evil or…,2023-06-05 10:28:27+00:00
SilencedButHere,"@CF_Farrow @SamanthC63 @prideukorg And oh yes it’s made it hard on those kids but I also know they’ve a) come out stronger and b) their parents still loved them and reformed relationship. Even with the homosexual partner. That’s my personal experience.

Religion is broad. 
Beliefs are personal.  
Experiences vary.",2023-06-05 10:28:27+00:00
thndrpws,"RT @thehealthb0t: We now live in a nation where doctors destroy health, lawyers destroy justice, universities destroy knowledge, government…",2023-06-05 10:28:24+00:00
veteran_texas,RT @Pamela_O_Plays: @_truthswordsa @AtheistBigfoot @ScientiaPercept @IrisB42744268 @hubie0 @GospelOBenjamin @DeanoMartino1 @IthoughtiwasU @…,2023-06-05 10:28:22+00:00
religion_yoongi,"RT @_xhexlove: home and they were so happy to receive them! i gifted more than 30/40 albums, i don’t remember exactly, and all AMRYs there…",2023-06-05 10:28:21+00:00
GodwinIdiks,"RT @Iykayofficial: The Agony Of Choosing Tribe And Religion Over Competency

by Nwaiwu Chukwuebuka on
 https://t.co/gOplWmEv1h",2023-06-05 10:28:20+00:00
CelticCoven,"Today is June 5, 2023 and I am glad I was never stupid enough to fall for the Leftist cult religion.",2023-06-05 10:28:20+00:00
rkelley79ma,"RT @UncleLonny63: If the main figurehead of your religion has told you that the greatest commandment is to love one another, yet you’re mes…",2023-06-05 10:28:18+00:00
dipak_kSingh,@tanwer_m @gujarat_titans Did @TheRealPCB took action against him ? https://t.co/IsT84nREVs,2023-06-05 10:28:15+00:00
VelvetToxins,"RT @ScratchyTails: @WSCKR1 lol the fact that stuff like this always happens shocks me cuz in the Bible, it literally says that you shouldn'…",2023-06-05 10:28:13+00:00
manvithareddy1,RT @HinduHate: Menstruation was never considered impure by a religion that celebrates feminine energy. It was introduced by Christian missi…,2023-06-05 10:28:13+00:00
FrankVa11171702,"@Greengarden44 @hermannkelly You can be a believer in the Woke Globalist Cult of a religion &amp; be a transexual activists or paedophile.
It's human nature to be spiritual &amp; belief in God, a creator makes much more sense than to believe some random magic trick between chemistry, atoms &amp; gravity created life.",2023-06-05 10:28:13+00:00
JwLegalpub,"@Emme0703 @georgew90447947 OMG, Climate change enthusiasts really have created a new religion.",2023-06-05 10:28:11+00:00
BZIRVI,"RT @SajeelGhouri: Answer to the promise of 𝟳𝟮 𝗛𝗼𝗼𝗿𝗮𝗶𝗻 (72 Virgins)

Its disheartening to see people misquoting and fabricating the true mes…",2023-06-05 10:28:10+00:00
Holy_arab,@bosshikma @TijaniI60644119 @instablog9ja I'm sure that you're not a Muslim if not you won't comment like this. So boy rest and face your own religion,2023-06-05 10:28:09+00:00
genexer3,"@dying_democracy @Boblet3001 @SeegerBlake @mtcampbell1 @davidmweissman @JackPosobiec Most of the Founding Fathers were deists, not Christian, and some were vehemently opposed to organized religion. This is why they went out of their way to ensure there would never be intersect between religion and government.",2023-06-05 10:28:04+00:00
WarriorGrrl,RT @JunusAnna: They replaced religion and churches with a new kind of religion. One that stated that souls were put into the wrong bodies.…,2023-06-05 10:28:01+00:00
